C:\Users\User\Documents\SELF DRIVING CAR\IMG\center_2023_07_24_20_43_42_827.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\left_2023_07_24_20_43_42_827.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\right_2023_07_24_20_43_42_827.jpg,0,0,0,1.94E-05
C:\Users\User\Documents\SELF DRIVING CAR\IMG\center_2023_07_24_20_43_42_969.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\left_2023_07_24_20_43_42_969.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\right_2023_07_24_20_43_42_969.jpg,0,0,0,1.66E-05
C:\Users\User\Documents\SELF DRIVING CAR\IMG\center_2023_07_24_20_43_43_115.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\left_2023_07_24_20_43_43_115.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\right_2023_07_24_20_43_43_115.jpg,0,0,0,6.49E-06
C:\Users\User\Documents\SELF DRIVING CAR\IMG\center_2023_07_24_20_43_43_259.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\left_2023_07_24_20_43_43_259.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\right_2023_07_24_20_43_43_259.jpg,0,0,0,9.25E-06
C:\Users\User\Documents\SELF DRIVING CAR\IMG\center_2023_07_24_20_43_43_403.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\left_2023_07_24_20_43_43_403.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\right_2023_07_24_20_43_43_403.jpg,0,0,0,9.05E-06
C:\Users\User\Documents\SELF DRIVING CAR\IMG\center_2023_07_24_20_43_43_549.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\left_2023_07_24_20_43_43_549.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\right_2023_07_24_20_43_43_549.jpg,0,0,0,6.99E-06
C:\Users\User\Documents\SELF DRIVING CAR\IMG\center_2023_07_24_20_43_43_700.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\left_2023_07_24_20_43_43_700.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\right_2023_07_24_20_43_43_700.jpg,0,0.4351893,0,0.6737478
C:\Users\User\Documents\SELF DRIVING CAR\IMG\center_2023_07_24_20_43_43_959.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\left_2023_07_24_20_43_43_959.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\right_2023_07_24_20_43_43_959.jpg,0,1,0,3.794274
C:\Users\User\Documents\SELF DRIVING CAR\IMG\center_2023_07_24_20_43_44_125.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\left_2023_07_24_20_43_44_125.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\right_2023_07_24_20_43_44_125.jpg,0,1,0,5.658327
C:\Users\User\Documents\SELF DRIVING CAR\IMG\center_2023_07_24_20_43_44_266.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\left_2023_07_24_20_43_44_266.jpg,C:\Users\User\Documents\SELF DRIVING CAR\IMG\right_2023_07_24_20_43_44_266.jpg,0,1,0,7.492466
